#{"source_key": "WB", "source_url": "http://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD", "source_date": "2017-03-23", "extract_date": "2017-04-04", "update_frequency": "Every year"}
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1510.81349277608","1538.89231241161","1495.20327789645","1483.70920736104","1502.23949302226","1570.76833632222","1655.78122054493","1707.89110293193","1715.46758817504","1736.47848396545","1780.77602743725","1854.38951554088","1892.02447765433","1964.42965745613","2197.11019996407","2332.65056011015","2577.59033954756","2717.27231114121","2835.75839802089","2883.22621446579","3020.68472884778","3138.65973198061","3238.45756699197","3312.42212129015","3508.4525530975","3569.1425237646","",
"Trinidad and Tobago","TTO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7300","7640","7650","7780","8080","8510","9230","10340","11400","12460","13400","14480","15930","18370","20930","22420","25940","27940","29340","27870","29140","27260","27630","30200","30190","32180","",
"Tunisia","TUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3510","3650","3920","3950","4110","4260","4550","4860","5100","5440","5740","6060","6180","6570","7100","7440","8040","8650","9050","9390","9750","9610","10110","10450","10930","11100","",
"Turkey","TUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6030","6180","6600","7190","6770","7340","7890","8480","8760","8430","9210","8810","8920","9160","10380","11330","12960","14090","15200","14610","16390","18100","18410","19030","19450","19740","",
"Tuvalu","TUV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4750","5890","4130","4590","4570","4620","5420","5430","5620","5050","5120","4400","5530","5060","6690","",
"Tanzania","TZA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910","940","930","930","940","970","1020","1050","1070","1120","1170","1210","1310","1380","1480","1600","1710","1820","1910","1960","2050","2190","2260","2400","2520","2630","",
"Uganda","UGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","520","530","580","610","680","730","760","780","830","840","860","930","980","1030","1090","1210","1310","1410","1460","1520","1640","1670","1700","1760","1820","",
"Ukraine","UKR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6920","6520","5880","5040","4060","3630","3370","3350","3330","3380","3690","4210","4560","5150","5970","6380","7070","7890","8320","7090","7550","8090","8330","8480","8580","7840","",
"Upper middle income","UMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3290.56627931572","3410.09223745667","3503.40923540775","3752.30394518937","3892.06458752738","4048.3525383304","4283.2058033065","4541.17638992613","4655.04756625502","4839.62782174165","5231.38665950333","5503.82903991575","5803.92495155748","6222.38509222883","6889.02867980638","7622.65678019981","8633.94834986148","9696.71996670955","10608.4336377547","10877.4733231259","11807.4178817911","12830.814461047","13608.7722630102","14209.3179188364","15132.747475998","15664.8154431296","",
"Uruguay","URY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6130","6600","7270","7600","8250","8260","8830","9740","10220","10190","10180","9990","9440","9260","9970","11220","12100","13200","14270","14890","16110","17300","18250","19300","20150","20400","",
"United States","USA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23730","24180","25180","26000","27350","28550","29980","31620","33230","34850","36930","37860","38590","39960","42260","44740","47390","48420","48640","47250","48880","50700","52840","53960","56130","57540","",
"Uzbekistan","UZB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1760","1730","1640","1630","1650","1720","1800","1880","1950","2050","2150","2260","2490","2730","2970","3460","3840","3990","4280","4640","4990","5460","5880","6200","",
"St. Vincent and the Grenadines","VCT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3590","3960","4220","4220","4650","4840","5050","5320","5470","5700","5990","6450","6990","7410","7850","8810","9340","9750","9740","9540","9680","10140","10490","10850","11090","",
"Venezuela, RB","VEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9190","10230","10640","10690","10390","10880","10840","11450","11400","10820","11290","11670","10460","9680","11510","13120","14750","16480","17230","16350","15970","16620","17550","17730","17310","","",
"British Virgin Islands","VGB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","910","990","1100","1190","1320","1470","1610","1730","1830","1920","2070","2220","2370","2550","2780","3050","3310","3580","3810","3950","4230","4510","4800","5070","5390","5720","",
"Vanuatu","VUT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1690","1560","1550","1680","1640","1760","1750","1810","2040","2070","2130","2130","1940","2000","2080","2170","2420","2530","2830","2790","2780","2830","2770","2970","3050","","",
"World","WLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5371.47824298909","5545.03018396306","5707.91316034176","5901.67744459754","6139.49068199577","6379.9390822605","6673.58177222278","6971.76308530376","7139.40424180393","7398.42282814703","7856.48681865559","8140.92341469515","8401.69830129853","8774.44843317056","9394.57762595441","10017.9630332034","10889.8908341259","11640.9237793931","12157.6055488946","12136.1033902872","12816.0812835207","13512.2167577845","14065.7869367371","14578.7816854885","15212.3201461926","15655.4261814833","",
"Samoa","WSM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2970","3060","3160","3430","3750","3940","4010","4380","4500","4630","5040","5130","4970","5140","5470","5490","5460","5630","5740","",
"Kosovo","XKX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6590","7350","7550","7600","7890","8420","8800","9090","9350","9870","",
"Yemen, Rep.","YEM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2150","2190","2320","2360","2450","2470","2420","2500","2700","2670","2860","2980","3030","3080","3170","3350","3590","3710","3780","3950","4130","3540","3700","3830","3740","2720","",
"South Africa","ZAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6160","6220","6100","6180","6380","6570","6830","7010","7000","7160","7520","7770","8140","8420","9010","9660","10380","10920","11350","11210","11530","11930","12220","12520","12750","12870","",
"Zambia","ZMB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1360","1330","1320","1450","1330","1370","1450","1490","1450","1530","1590","1670","1740","1860","1920","2040","2170","2300","2550","2870","2980","3180","3510","3580","3670","3640","",
"Zimbabwe","ZWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580","1670","1510","1540","1670","1670","1870","1900","1920","1930","1890","1960","1810","1530","1450","1400","1370","1320","1050","1190","1280","1400","1550","1610","1660","1710","",
